PAYER,Process,SHS Status,PIC Desc,Records,Form Letter,ACK,Status,Category,Comment
AFFINITY,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,,
AFFINITY,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,3,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,3,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,,1,1,0,Error,Missing,Missing PIC
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,4,1,0,Correct,,
AFFINITY,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,4,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,3,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,4,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,3,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,4,1,0,Correct,,
AFFINITY,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,4,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,5,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,3,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,3,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,3,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,3,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,4,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,5,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,3,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,3,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,3,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,3,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,,
AFFINITY,AEHR,,,,,,Not Worked,,
AFFINITY,AEHR,,,,,,Not Worked,,
AFFINITY,AEHR,,,,,,Not Worked,,
AFFINITY,AEHR,,,,,,Not Worked,,
AFFINITY,AEHR,,,,,,Not Worked,,
AFFINITY,AEHR,,,,,,Not Worked,,
AFFINITY,AEHR,,,,,,Not Worked,,
AFFINITY,AEHR,,,,,,Not Worked,,
AFFINITY,AEHR,,,,,,Not Worked,,
AFFINITY,AEHR,,,,,,Not Worked,,
AFFINITY,AEHR,,,,,,Not Worked,,
AFFINITY,AEHR,,,,,,Not Worked,,
AFFINITY,AEHR,,,,,,Not Worked,,
AFFINITY,AEHR,,,,,,Not Worked,,
AFFINITY,AEHR,,,,,,Not Worked,,
AFFINITY,AEHR,,,,,,Not Worked,,
AFFINITY,AEHR,,,,,,Not Worked,,
AFFINITY,AEHR,,,,,,Not Worked,,
AFFINITY,AEHR,,,,,,Not Worked,,
AFFINITY,AEHR,,,,,,Not Worked,,
AFFINITY,AEHR,,,,,,Not Worked,,
AFFINITY,AEHR,,,,,,Not Worked,,
AFFINITY,AEHR,,,,,,Not Worked,,
AFFINITY,AEHR,,,,,,Not Worked,,
AFFINITY,AEHR,,,,,,Not Worked,,
AFFINITY,AEHR,,,,,,Not Worked,,
AFFINITY,AEHR,,,,,,Not Worked,,
AFFINITY,AEHR,,,,,,Not Worked,,
AFFINITY,AEHR,,,,,,Not Worked,,
AFFINITY,AEHR,,,,,,Not Worked,,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,4,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,4,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,4,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,4,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,4,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,3,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,E16,,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,3,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,3,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,3,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,E16,,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,E16,,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,3,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,0,,,,,Not Worked,,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,3,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,3,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,3,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,E16,,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,3,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,3,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,5,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,4,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,4,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,4,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,E16,Medical Records-Records found but not signed,,,,SHS Error,,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,2,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
BLUE CROSS BLUE SHIELD,AEHR,C00,AEHR-MR Saved to MDrive,1,1,0,Correct,Upload not attempted,
