PAYER,Coding Tool,SHS Status,PIC Desc,ACK,Form Letter,Proofs,Status,Category,Comment
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Uploaded,1,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Uploaded,1,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Uploaded,1,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,E16,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Uploaded,1,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Uploaded,1,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Uploaded,1,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,E16,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,E16,"Bundling-Review for Modifier CCN, Proof Saved",0,1,3,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,3,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Uploaded,1,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Uploaded,1,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Uploaded,1,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Uploaded,1,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Uploaded,1,0,0,Error,Missing,Misisng FL and Proof
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Uploaded,1,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Uploaded,1,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Uploaded,1,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,3,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Uploaded,1,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,E16,RPA UNABLE TO PROCESS/ERROR,0,1,1,SHS Error,,
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Uploaded,1,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Uploaded,1,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Uploaded,1,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Uploaded,1,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Uploaded,1,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,E16,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Uploaded,1,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Uploaded,1,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Uploaded,1,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Uploaded,1,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Uploaded,1,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,E16,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
BLUE CROSS BLUE SHIELD,BCBS,C00,Bundling-Appeal Not Able to be Uploaded,0,1,1,Correct,,Correct
UNITED HEALTHCARE,UHC,E03,"Bundling-Write off Required, Proof Saved",0,0,0,SHS Error,,
UNITED HEALTHCARE EMPIRE,UHC,E03,"Bundling-Review for Modifier CCN, Proof Saved",0,0,0,SHS Error,,
UNITED HEALTHCARE,UHC,E03,Bundling-Appeal Not Able to be Uploaded,0,0,0,SHS Error,,
UNITED HEALTHCARE EMPIRE,UHC,E03,Bundling-Appeal Not Able to be Uploaded,0,0,0,SHS Error,,
AETNA,McKesson,C00,RPA UNABLE TO PROCESS/ERROR,0,0,0,SHS Error,,
AETNA,McKesson,E05,Bundling-Appeal Not Able to be Uploaded,0,0,1,SHS Error,,
HEALTH INSURANCE PLAN,McKesson,0,"Bundling-Appeal Required, Proof Saved",0,0,1,Not Worked,,
BLUE CROSS BLUE SHIELD,BCBS,E05,RPA UNABLE TO PROCESS/ERROR,0,0,1,SHS Error,,
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,0,1,Error,Missing,Missing FL
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,E16,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,0,1,Error,Missing,Missing FL
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,0,3,Error,Missing,Missing FL
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
HEALTHFIRST,McKesson,E16,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
HEALTHFIRST,McKesson,E16,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,E16,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
HEALTHFIRST,McKesson,E16,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTHFIRST,McKesson,E16,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
AETNA,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,Correct
AETNA,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
AETNA,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
AETNA,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,Correct
AETNA,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
AETNA,McKesson,E16,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
AETNA,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,Correct
AETNA,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
AETNA,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
AETNA,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
AETNA,McKesson,C00,Bundling-Appeal Not Able to be Uploaded,0,0,1,Correct,,Correct
AETNA,McKesson,C00,Bundling-Appeal Not Able to be Uploaded,0,0,1,Correct,,Correct
AETNA,McKesson,C00,Bundling-Appeal Not Able to be Uploaded,0,0,1,Correct,,Correct
AETNA,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,Correct
AETNA,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
AETNA,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,Correct
AETNA,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,3,Correct,,Correct
AETNA,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,Correct
AETNA,McKesson,C00,Bundling-Appeal Not Able to be Uploaded,0,0,1,Correct,,Correct
AETNA,McKesson,E16,"Bundling-Review for Modifier CCN, Proof Saved",0,1,3,Correct,,Correct
AETNA,McKesson,C00,Bundling-Appeal Not Able to be Uploaded,0,0,1,Correct,,Correct
AETNA,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
AETNA,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
AETNA,McKesson,E16,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
AETNA,McKesson,C00,Bundling-Appeal Not Able to be Uploaded,0,0,1,Correct,,Correct
AETNA,McKesson,C00,Bundling-Appeal Not Able to be Uploaded,0,0,1,Correct,,Correct
AETNA,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,Correct
AETNA,McKesson,C00,Bundling-Appeal Not Able to be Uploaded,0,0,1,Correct,,Correct
AETNA,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,Correct
AETNA,McKesson,C00,Bundling-Appeal Not Able to be Uploaded,0,0,1,Correct,,Correct
AETNA,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
AETNA,McKesson,E16,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
AETNA,McKesson,C00,Bundling-Appeal Not Able to be Uploaded,0,0,1,Correct,,Correct
AETNA,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
AETNA,McKesson,C00,Bundling-Appeal Not Able to be Uploaded,0,0,1,Correct,,Correct
AETNA,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,Correct
AETNA,McKesson,C00,Bundling-Appeal Not Able to be Uploaded,0,0,1,Correct,,Correct
AETNA,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,Correct
AETNA,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,3,Correct,,Correct
AETNA,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,Correct
AETNA,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
AETNA,McKesson,E16,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,Correct
AETNA,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
AETNA,McKesson,C00,Bundling-Appeal Not Able to be Uploaded,0,0,1,Correct,,Correct
AETNA,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,0,Error,Missing,Missing Proof
AETNA,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,Correct
AETNA,McKesson,E16,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
AETNA,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
AETNA,McKesson,C00,Bundling-Appeal Not Able to be Uploaded,0,0,1,Correct,,Correct
AETNA,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,3,Correct,,Correct
HEALTH INSURANCE PLAN,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTH INSURANCE PLAN,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTH INSURANCE PLAN,McKesson,E16,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTH INSURANCE PLAN,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTH INSURANCE PLAN,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,Correct
HEALTH INSURANCE PLAN,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,Correct
HEALTH INSURANCE PLAN,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,Correct
HEALTH INSURANCE PLAN,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTH INSURANCE PLAN,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,3,Correct,,Correct
HEALTH INSURANCE PLAN,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
HEALTH INSURANCE PLAN,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
HEALTH INSURANCE PLAN,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTH INSURANCE PLAN,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTH INSURANCE PLAN,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
HEALTH INSURANCE PLAN,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
HEALTH INSURANCE PLAN,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
HEALTH INSURANCE PLAN,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTH INSURANCE PLAN,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTH INSURANCE PLAN,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTH INSURANCE PLAN,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,Correct
HEALTH INSURANCE PLAN,McKesson,E16,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTH INSURANCE PLAN,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTH INSURANCE PLAN,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
HEALTH INSURANCE PLAN,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTH INSURANCE PLAN,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
HEALTH INSURANCE PLAN,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
HEALTH INSURANCE PLAN,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,Correct
HEALTH INSURANCE PLAN,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
GHI,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
GHI,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,Correct
GHI,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,Correct
GHI,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,3,Correct,,Correct
GHI,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,Correct
GHI,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,Correct
GHI,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
GHI,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
GHI,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,Correct
GHI,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
GHI,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
GHI,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,Correct
GHI,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,Correct
GHI,McKesson,E16,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
GHI,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,Correct
GHI,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
GHI,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,Correct
GHI,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
GHI,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
GHI,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
GHI,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
GHI,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
GHI,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,Correct
LOCAL 1199,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,3,Correct,,Correct
LOCAL 1199,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,Correct
LOCAL 1199,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
LOCAL 1199,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
LOCAL 1199,McKesson,C00,"Bundling-Write off Required, Proof Saved",0,1,3,Correct,,Correct
LOCAL 1199,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,Correct
LOCAL 1199,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
LOCAL 1199,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
LOCAL 1199,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
LOCAL 1199,McKesson,C00,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
LOCAL 1199,McKesson,E16,"Bundling-Appeal Required, Proof Saved",0,1,1,Correct,,Correct
LOCAL 1199,McKesson,C00,"Bundling-Review for Modifier CCN, Proof Saved",0,1,2,Correct,,Correct
